#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,destinationHost,requestType,requestUUID,resource,sourceHost,timestamp,unit
,,10162,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T00:20:22.008044573Z,104.886222,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,828cc96f-3436-4280-b40b-f764f1bd97cf,/temperature,fog3-edge-iot-simulator,1712276421964107062,ms
,,10163,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T08:03:46.871480767Z,79.658662,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,829d08c7-3d7c-4a4a-9802-84f6254abdce,/temperature,gateway1-edge-iot-simulator,1712304226822929072,ms
,,10164,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T22:11:09.565771568Z,76.973255,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,82a76c51-5ee1-4913-a10f-8a9b1c945617,/temperature,fog3-edge-iot-simulator,1712268669509805852,ms
,,10165,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T06:04:34.850696871Z,93.731054,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,82d84017-2899-46ed-b40f-17db3a4686d1,/temperature,gateway1-edge-iot-simulator,1712297074796990353,ms
,,10166,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T07:29:14.902880527Z,77.429968,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,830ba949-a925-4932-b554-3ac4b1ea0eb5,/temperature,fog3-edge-iot-simulator,1712302154860441831,ms
,,10167,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T08:03:18.242083894Z,81.959552,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,83129288-261c-42a1-9420-de2507099b0c,/temperature,fog3-edge-iot-simulator,1712304198196819667,ms
,,10168,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T20:41:35.367549368Z,79.73557,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,83265579-db16-4de8-8a9d-9a3f7b2dc623,/temperature,gateway1-edge-iot-simulator,1712263295303463688,ms
,,10169,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T05:33:16.1754902Z,76.230322,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,83560af3-a8c8-4187-99cc-99ec99b8e676,/temperature,fog3-edge-iot-simulator,1712208796127191170,ms
,,10170,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T04:44:58.764461513Z,93.793007,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,83647a9c-d916-4629-9974-996e33bde6a4,/temperature,fog3-edge-iot-simulator,1712292298712651664,ms
,,10171,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T04:43:58.671594232Z,108.560547,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,836b11bb-65d8-451d-b24a-3e36adfb401c,/temperature,fog3-edge-iot-simulator,1712292238618428618,ms
,,10172,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T20:45:35.719687296Z,91.023489,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,83755302-31d8-4099-9341-179e413a7834,/temperature,gateway1-edge-iot-simulator,1712263535659505066,ms
,,10173,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T16:23:03.880629869Z,76.448982,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,83a851d8-b3c6-4792-831e-42e90c92465b,/temperature,gateway1-edge-iot-simulator,1712247783826805354,ms
,,10174,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T10:36:29.63653776Z,97.267648,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,83a8e2a1-87c1-473b-b76f-f7cecfddd2f0,/temperature,gateway1-edge-iot-simulator,1712226989581978308,ms
,,10175,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T15:57:28.542569099Z,100.063419,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,83b05f24-5c1a-4fc6-95ec-783ba3d6c8c3,/temperature,fog3-edge-iot-simulator,1712246248488259941,ms
,,10176,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T04:37:26.804287363Z,76.876583,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,83d3415b-fddc-4094-84c1-8e1fd9d979ad,/temperature,gateway1-edge-iot-simulator,1712291846759969810,ms
,,10177,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T13:07:11.351611566Z,92.982208,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,83e50ed9-64d8-485a-b48b-7d2abc8be734,/temperature,fog3-edge-iot-simulator,1712236031286988450,ms
,,10178,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T03:25:20.331997368Z,96.075376,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,8411842a-ae42-4d1f-b8bd-3e39f8fdd311,/temperature,gateway1-edge-iot-simulator,1712287520281475570,ms
,,10179,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T02:02:24.21385694Z,206.959523,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,8428c804-7816-4d95-b67e-2d3e83f858d1,/temperature,gateway1-edge-iot-simulator,1712196144157558761,ms
,,10180,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T14:27:19.354403462Z,159.398019,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,8441bd5a-d5e0-4532-9bfd-2ce4ceab374b,/temperature,fog3-edge-iot-simulator,1712240839301845750,ms
,,10181,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T06:48:55.190505272Z,97.493146,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,84425e47-81be-483c-95e0-b687d1252c08,/temperature,gateway1-edge-iot-simulator,1712213335140723164,ms
,,10182,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T07:00:56.663440256Z,110.664891,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,8474e266-f05c-4e91-ae8c-ee571fb53f45,/temperature,gateway1-edge-iot-simulator,1712214056615192399,ms
,,10183,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T11:11:32.935887318Z,99.265508,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,8477a229-de7d-4415-8177-4a0aa9069f3c,/temperature,gateway1-edge-iot-simulator,1712229092885443683,ms
,,10184,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T12:55:10.147186452Z,79.520353,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,847d240c-ce56-408a-b344-21aa2a99e089,/temperature,fog3-edge-iot-simulator,1712235310095078880,ms
,,10185,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T10:07:26.907155272Z,74.884002,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,84824082-7195-430a-b679-bbf8fcd19dc7,/temperature,gateway1-edge-iot-simulator,1712225246844519693,ms
,,10186,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T01:53:23.03142868Z,94.448925,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,84902c9d-b55d-4676-abd0-a4aa17a8830f,/temperature,gateway1-edge-iot-simulator,1712195602979485528,ms
,,10187,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T14:53:55.191640348Z,72.175947,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,84a0eae0-eef5-4333-869e-62f431691d41,/temperature,gateway1-edge-iot-simulator,1712242435139758725,ms
,,10188,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T10:50:56.700021349Z,77.242724,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,84c0104d-e797-4f22-b4ea-272cead337d5,/temperature,fog3-edge-iot-simulator,1712227856643389381,ms
,,10189,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T14:13:51.151681485Z,85.48122,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,84c073e5-51cc-4e44-9123-f5f8ff6c22c2,/temperature,gateway1-edge-iot-simulator,1712240031101813315,ms
,,10190,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T04:35:26.61179487Z,71.490814,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,84ebc1b8-c9e0-4d3f-94b6-7cab03368b12,/temperature,gateway1-edge-iot-simulator,1712291726567173385,ms
,,10191,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T03:22:03.262472942Z,88.940182,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,84ee2b23-6ade-4ab9-8bcd-ae0583b2acf9,/temperature,fog3-edge-iot-simulator,1712200923216010511,ms
,,10192,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T12:57:10.367543025Z,110.008131,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,84f6fa2f-7e13-4864-8a37-661db6ac331d,/temperature,fog3-edge-iot-simulator,1712235430315006144,ms
,,10193,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T03:42:21.852143503Z,73.976829,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,84fdecae-315b-4d8c-b126-087fa8799a45,/temperature,gateway1-edge-iot-simulator,1712288541804874192,ms
,,10194,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T13:31:13.611266029Z,95.879081,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,85005cb0-b178-4b10-bb08-152dc15a499b,/temperature,fog3-edge-iot-simulator,1712237473566471722,ms
,,10195,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T07:12:57.951862529Z,83.29666,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,85059bfa-f0ec-4fdf-a177-a9cb971ee89d,/temperature,gateway1-edge-iot-simulator,1712214777900949806,ms
,,10196,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T09:05:46.245016061Z,77.681877,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,85068a2a-588a-40f1-8b71-264816cd3b9a,/temperature,fog3-edge-iot-simulator,1712221546199631510,ms
,,10197,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T05:28:45.470909666Z,111.495385,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,85157655-3d53-45c9-94e6-b3161eea0647,/temperature,gateway1-edge-iot-simulator,1712208525414045654,ms
,,10198,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T04:40:39.967663457Z,343.92532,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,851b37e0-d712-42e2-a754-aa75d015279d,/temperature,gateway1-edge-iot-simulator,1712205639917187691,ms
,,10199,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T01:48:52.963243534Z,115.711222,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,852f094c-d962-4a60-94ba-55209bd9b0bf,/temperature,fog3-edge-iot-simulator,1712195332915688379,ms
,,10200,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T06:39:10.10808101Z,98.707595,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,85340bc7-b280-4817-a452-2408240c412a,/temperature,fog3-edge-iot-simulator,1712299150051022661,ms
,,10201,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T06:42:38.580603816Z,129.509397,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,854854b8-2c0d-411e-88a1-7d620adf9e9f,/temperature,gateway1-edge-iot-simulator,1712299358531966055,ms
,,10202,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T07:33:43.891966451Z,87.494692,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,85592546-7bff-4308-9b76-f74c2938d8d5,/temperature,gateway1-edge-iot-simulator,1712302423841923568,ms
,,10203,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T07:48:32.952705698Z,74.592611,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,855bd1a2-85e2-491e-b250-98e87de531a9,/temperature,fog3-edge-iot-simulator,1712216912899119058,ms
,,10204,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T06:52:11.338513881Z,105.077794,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,855d8162-275d-4ce3-969b-3f071fbd943d,/temperature,fog3-edge-iot-simulator,1712299931293290579,ms
,,10205,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T16:02:01.920192602Z,60.653869,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,855f9e4b-73eb-4687-97d7-9845ceda2937,/temperature,gateway1-edge-iot-simulator,1712246521867294177,ms
,,10206,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T09:25:23.059354526Z,699.811917,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,856ac41f-93a1-46f6-9d98-768d0ed0e34c,/temperature,gateway1-edge-iot-simulator,1712222723005275682,ms
,,10207,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T20:05:31.591124084Z,88.574359,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,857343db-ac27-4cad-ac04-58b072b7953e,/temperature,gateway1-edge-iot-simulator,1712261131535888263,ms
,,10208,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T01:47:52.847816927Z,77.992732,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,857bb865-9fdc-40b4-be79-729742d6058e,/temperature,fog3-edge-iot-simulator,1712195272799581476,ms
,,10209,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T18:11:17.514625285Z,144.17096,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,85862ebb-a125-43b3-ac38-1a5b7224c266,/temperature,gateway1-edge-iot-simulator,1712254277459321395,ms
,,10210,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T06:14:07.638314944Z,96.333474,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,858a6ce7-aee4-48fa-a05e-98982a563124,/temperature,fog3-edge-iot-simulator,1712297647572740046,ms
,,10211,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T12:18:39.101008888Z,100.646099,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,859d3fc4-1f06-40eb-a2f3-741146d06165,/temperature,gateway1-edge-iot-simulator,1712233119051509443,ms
,,10212,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T10:55:57.203117751Z,94.249411,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,85b12787-76d4-4915-96f8-c30c65080384,/temperature,fog3-edge-iot-simulator,1712228157147869434,ms
,,10213,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T13:26:13.144102721Z,69.950452,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,85dc9e8b-8326-4431-aed7-1f8813661025,/temperature,fog3-edge-iot-simulator,1712237173098275874,ms
,,10214,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T04:05:36.127703431Z,74.773494,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,85e62267-c537-42ae-a0f2-910ab98aa70b,/temperature,gateway1-edge-iot-simulator,1712203536073173998,ms
,,10215,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T03:25:32.127376035Z,93.760395,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,85e7a1af-f1d2-4941-82fc-ade48c979fc9,/temperature,gateway1-edge-iot-simulator,1712201132073200684,ms
,,10216,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T22:58:14.154191657Z,98.159582,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,85e8e1fe-bf44-44c3-80c6-3a0af8753618,/temperature,fog3-edge-iot-simulator,1712271494102559691,ms
,,10217,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T05:43:32.859722829Z,86.148015,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,85ec6e58-adcb-4987-8737-67c94cba6820,/temperature,gateway1-edge-iot-simulator,1712295812810891405,ms
,,10218,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T17:15:08.838990346Z,66.221488,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,85f3d25e-7447-4dbf-90f6-6adcd3b40e78,/temperature,gateway1-edge-iot-simulator,1712250908786487742,ms
,,10219,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T08:59:25.548356296Z,157.624349,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,85f9b78c-e8c5-4817-b3ef-1f944ea84551,/temperature,fog3-edge-iot-simulator,1712307565497493255,ms
,,10220,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-03T23:52:41.968055119Z,105.995823,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,862144da-4d20-4c2d-b2c3-8abebfc5f5cb,/temperature,fog3-edge-iot-simulator,1712188361913116220,ms
,,10221,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T03:58:35.447540641Z,110.306843,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,86662a1b-aaa0-48de-8496-b2f85fda0554,/temperature,gateway1-edge-iot-simulator,1712203115393803895,ms
,,10222,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T21:03:39.805745491Z,128.370915,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,866d8f24-6ea5-405b-bb55-462be1bb5059,/temperature,gateway1-edge-iot-simulator,1712264619745185115,ms
,,10223,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T06:13:50.45707092Z,162.196905,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,86ddfc51-1da8-4656-b90b-a7e6b827d813,/temperature,gateway1-edge-iot-simulator,1712211230404880819,ms
,,10224,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T22:50:52.27972226Z,114.835856,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,870b3d3c-07c2-45af-8b9a-12bd00447f4f,/temperature,gateway1-edge-iot-simulator,1712271052219534853,ms
,,10225,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T04:02:23.740492326Z,71.51955,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,870f189e-c8ff-46a4-bee2-e06fc4f1738c,/temperature,gateway1-edge-iot-simulator,1712289743691197023,ms
,,10226,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T10:20:28.078240548Z,100.860393,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,875191d4-c4d9-4a88-9767-71bf87312b53,/temperature,gateway1-edge-iot-simulator,1712226028024155446,ms
,,10227,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T09:32:48.979255071Z,78.106164,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,87612939-1d22-49a3-90b4-d9f57d8ee15e,/temperature,fog3-edge-iot-simulator,1712223168928119360,ms
,,10228,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T05:31:03.324377038Z,77.784813,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,879197c1-c800-4ef5-bc32-b54df9bd55a6,/temperature,fog3-edge-iot-simulator,1712295063269712936,ms
,,10229,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T06:06:06.737446799Z,92.21677,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,87a936d3-a82c-4aa3-89f5-a1de0a002a56,/temperature,fog3-edge-iot-simulator,1712297166676699031,ms
,,10230,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T06:04:19.714509509Z,85.502864,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,87adbb5c-8179-44bc-8ffb-07b225dd652e,/temperature,fog3-edge-iot-simulator,1712210659662528391,ms
,,10231,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T22:59:53.167094688Z,78.456636,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,87bc7497-3ee3-4986-8e09-d0b524c25aac,/temperature,gateway1-edge-iot-simulator,1712271593110446357,ms
,,10232,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T08:50:24.553126717Z,68.718721,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,87cbc551-4545-4f8d-9f80-c1fb63bf7371,/temperature,fog3-edge-iot-simulator,1712307024502058513,ms
,,10233,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T04:11:52.241826251Z,90.628692,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,87da4abd-b714-4123-b558-4946db833000,/temperature,fog3-edge-iot-simulator,1712290312194526412,ms
,,10234,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T05:21:02.224257358Z,117.089467,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,880a5e6f-d196-4ef5-acfa-63ee1734fbde,/temperature,fog3-edge-iot-simulator,1712294462171263841,ms
,,10235,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T04:31:09.802644054Z,113.236148,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,881054ea-27ae-4801-9fd3-0256e55f3c88,/temperature,fog3-edge-iot-simulator,1712205069753783437,ms
,,10236,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T09:29:48.718028973Z,129.679942,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,882f7602-4128-4f19-b108-cd69537a7686,/temperature,fog3-edge-iot-simulator,1712222988666755576,ms
,,10237,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-03T23:46:11.105120016Z,88.118114,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,883b79db-ee78-4b63-aad5-beee775d0921,/temperature,gateway1-edge-iot-simulator,1712187971050951269,ms
,,10238,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T22:07:48.151700231Z,96.851551,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,885a0158-f419-41fa-a276-3df9872c4fb8,/temperature,gateway1-edge-iot-simulator,1712268468090883263,ms
,,10239,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T12:43:09.01516219Z,104.825143,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,88666ce6-b06a-4868-985c-f7102e26eb3a,/temperature,fog3-edge-iot-simulator,1712234588961390680,ms
,,10240,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T08:28:22.348246033Z,67.127699,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,8871d8cc-f626-476a-9fbd-8177aeb7d5bd,/temperature,fog3-edge-iot-simulator,1712305702299535539,ms
,,10241,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T09:27:48.3531742Z,104.221772,value,REQUEST,https://pulceo-node-de55018079.germanywestcentral.cloudapp.azure.com:80,req_rtt,88770e38-2281-49e0-ab09-55bbcf72c6e1,/temperature,fog3-edge-iot-simulator,1712222868304836221,ms
